PMID,Disease
36647026,hereditary tumor syndrome
36646788,liver tumour
36646707,niche stiffness sustains cancer stemness via taz
36646538,slnd
36646538,tads
36646538,alnds
36646376,cardiovascular illnesses
36646376,gastroesophageal reflux disease
36646376,bacterial infections
36646376,gastritis
36646350,aids-related kaposi sarcoma
36646229,hbv-infected
36646021,deep learning algorithms
36645966,chronic illness
36645554,aggressive behaviors of tumor
36645554,tn
36645462,papillary carcinoma of the breast
36645346,breast lymphedema
36645346,gastroepiploic vessels
36645194,sporadic ovarian cancers
36645194,trachea
36645194,fallopian tubes
36645168,visual working memory
36645168,stage i disease
36645168,cognitive loss
36645113,intrahepatic cholangiocarcinoma
36644870,numerous tumor
36644870,neuroblastoma
36644690,metabolic disease
36644191,breast mcas
36643360,postoperative infection
36643360,remote infection
36642942,esophageal-gastrointestinal cancers
36642837,breast cancer cancer
36642742,her2-positive breast cancer brain metastases
36642125,invasive or ductal carcinoma
36642066,breast or ovarian cancer
36642066,quasi-binomial
36641927,alpelisib in cancers
36641927,alpelisib in breast cancer
36641897,multidisciplinary tumour board
36641706,ovaria cancer
36641658,thrombocytosis
36641658,preoperative thrombocytosis
36641657,tumor lesions
36641653,situ breast cancer
36641652,tuberculous adenitis
36641652,breast lymphadenopathy
36641652,tubercular lymphadenopathy
36641652,tuberculous lymphadenitis
36641652,lymphadenitis
36641652,axillary tuberculous lymphadenitis
36641651,non-cancerous
36641650,deficiency or insufficiency
36641323,mastalgia
36641323,breast pain
36641323,mastalagia
36641322,ehrlich ascites carcinoma
36641322,cytotoxic t
36640423,n-cqds
36640372,pancreatic neuroendocrine tumor
36639918,pressure-pain
36639824,cafs
36639824,melanoma malignancy
36639824,cm
36639824,mir-214-rich evs of stroma
36639771,ovarian and hepatocellular cancers
36639610,cognitive problems
36639178,hyperparathyroidism
36638937,negative breast cancer
36638314,microinvasive carcinoma
36638256,ncp
36638208,lmd
36638194,igm
36638194,mastitis and breast cancer
36637961,rectal carcinoma
36637961,splenic malignancies
36637961,lymphocytic tumors
36637775,loss of ovarian hormone
36637704,rare disease while prostate cancer
36637704,breast/prostate cancers
36637642,primary tumor
36637642,ea-ftc
36637642,mi-ftc
36637391,cephalaria
36637236,colorectal and breast cancer
36637236,hand-foot syndrome
36637138,pain neuroscience
36637138,pain neuroscience education
36636578,embryonic kidney
36636094,desmoplastic stromal reaction
36636094,tumor-stroma
36636094,stage ii colorectal cancer
36636090,hepatic dominant solid tumors
36636090,liver dominant diseases of solid tumors
36636090,pancreatic neuroendocrine tumors
36635954,breast ductal carcinoma
36635954,tlss
36635954,tlsshigh
36635367,neoplastic disease
36635367,breast neoplasia
36635367,pten tumor
36635337,immunologic memory upon tumor
36635273,cafs (icafs) and myofibroblastic cafs
36635249,hads-t
36634956,hypertrophic
36634822,cardiovascular adverse
36634822,cardiovascular toxicity
36634708,fibrosarcoma
36634708,liver dysfunction
36634640,peritoneal effusion
36634607,ovarian function
36634566,qtls
36634378,drug resistant breast cancer
36634299,cowden syndrome
36634299,colon polyposis
36633855,hypoparathyroidism
36633813,intra-tumoral akt
36633813,biliary excretion
36633813,renal impaired
36633813,hepatic impaired
36633714,tumor malignancy
36633714,tumor malignance
36633525,corpus cancers
36633525,papillomavirus-associated cancers
36633402,enabling disease
36633334,attenuated breast cancer
36633307,breast and lymphohematopoietic cancers
36633148,biliary tract cancer
36633143,bronchitis
36633143,saha
36633115,postoperative analgesia in breast cancer
36633028,multinodular skin lesion
36632974,india's cancer
36632594,thyroid benign tumors
36632594,parathyroid benign tumors
36632594,benign neck tumor
36632594,blood s-fn-positive thyroid cancer
36632589,i-iii colorectal cancer
36632557,upper limb muscle metastasis
36632557,melanoma metastases
36632451,invasiveness of breast cancer
36632451,metastasis of the disease
36632303,skin toxicities
36632303,pneumonitis
36632291,esophagitis
36632235,mitochondrial damage and dysfunction
36632235,cancerogenesis and heart disease
36632235,mitochondrial damage
36632235,mitochondrial injury
36632235,cardiac fibrosis
36632235,myocardial oxidative stress
36632235,mitochondrial abnormalities
36632235,mitochondrial damage and cardiomyopathy
36632055,radiation skin reaction
36632055,tenderness and swelling
36631781,benign breast tumor
36631781,malignant breast tumor
36631781,breast malignant lesion
36631777,block versus paravertebral block
36631631,migraine
36631631,migraine headaches
36631631,migraine headache
36631631,menarche separately
36631631,behavioral symptoms
36631561,stress reduction
36631533,bacterial dysbiosis in breast cancer
36631481,retarding breast tumor
36631481,abnormal tumor
36631481,retard tumor
36631400,tubular carcinomas
36631282,glycoside condensation reaction
36631282,lps
36631217,endocrine-dependent tumors
36631217,endocrine-dependent cancers
36631161,a breast cancer
36631161,immunogenic tumor cell death
36631161,tumor lesion
36631161,contralateral tumor
36631161,cytotoxic tumor
36631151,sarcoma of the breast
36631151,smooth muscle tumors
36631151,endometrial stroma sarcomas
36630916,memory t
36630913,lung tumors
36630755,metastatic bone disease
36630755,osteolytic bone loss
36630669,photonic hyperthermia
36630665,ncd
36630665,ncds
36630514,tumor toxicity
36630483,pancreatic and lung cancers
36630483,chemoresistant pancreatic
36630266,dic
36630025,tumor death
36630025,non-tumor
36629620,breast and cervical cancer
36629320,glioma and melanoma
36629192,fgds
36629093,bilateral tumors
36628983,mood disturbance
36628681,chronic dyspnea
36628681,dyspneic
36628681,heart palpitations
36628617,metabolic dysfunction
36628282,ips
36628280,hfrs
36628280,non-metastatic disease
36628238,malignant adenomyoepithelioma
36628238,myoepithelial components
36628238,cystic cancer
36628238,malignant leafy tumor
36628082,resistant radiation retinopathy
36628082,decreased vision
36628082,cystoid macular edema
36628082,microaneurysms
36628082,multiple microaneurysms
36628082,radiation maculopathy
36628082,radiation retinopathy
36628036,hfds
36628009,pleural metastasis
36628009,pleural metastasis of breast carcinoma
36627781,"nsclc, ovarian cancer"
36627781,drug toxicity
36627665,right upper lung cancer
36627665,upper lobe lung cancer
36627665,postoperative complications
36627610,endocrine disorders
36627610,respiratory diseases
36627367,non-invasive breast cancer
36627285,responsive disease
36627281,ea tnbc
36627281,ea tnbc tumors
36627143,tumors of breast cancer
36627096,a cancers
36627051,breast and stomach cancers
36626703,benefits of ovarian and endometrial cancer
36626570,palmoplantar keratoderma
36626570,hyperkeratosis
36626570,orthokeratosis and parakeratosis
36626455,loss of skeletal muscle mass
36626455,sarcopenic and nonsarcopenic
36626437,colorectal and prostate cancer
36626432,squamous cell lung cancer
36626432,colorectal malignancies
36626428,upper extremity edema
36626076,coronavirus disease
36626076,latissimus dorsi
36626076,dorsal lymphadenopathy
36625985,lung carcinoma cancer
36625746,ipsilateral invasive breast cancer
36625713,ellipsoid tumors
36625629,address tumor
36625545,dolomiaea costus
36625545,ulcerative colitis
36625545,stomach cancer
36625545,pulmonary fibrosis
36625501,cognitive impairment in breast cancer
36625501,reduced emotional distress
36625501,emotional distress
36625001,phototoxicity
36624500,atherosclerosis
36624452,parental tumors
36624318,osteoporotic cancer
36624318,fn bmd
36624318,vertebral fracture
36624014,migraine and breast cancer
36623765,nic cytotoxicity
36623765,ascites tumor
36623716,hcc tumors
36623716,hcc tumor
36623698,colorectal or gastric cancer
36623698,colorectal or breast cancer
36623589,"glioma, and ovarian cancer"
36623589,tumour vasculature
36623515,anaemia
36623515,sepsis
36623246,low-risk invasive carcinoma
36623246,i-iia breast cancer
36623246,late bone toxicity
36623246,lung toxicities
36623246,bone toxicities
36623176,lupus mastitis
36623176,discoid lupus erythematosus
36623176,cutaneous lupus erythematosus
36623176,lupus
36623176,unilateral lupus mastitis
36622852,candidiasis
36622852,candida infections
36622852,resistant candida albicans infections
36622852,mda-mb-231 breast cancer
36622663,endocrine-resistant breast cancer
36622663,drug-resistant disease
36622663,primary breast tumours
36622544,luminal-b tumours
36622544,luminal-b breast cancer
36622366,neoplastic malignancies
36622109,oestrogen deficiency
36622109,epiphyseal joints
36622109,aromatase deficiency
36622036,2015-2019 california cancer
36622036,skin (melanoma) cancers
36622036,rural disparities jointly
36621857,hematomas
36621620,hbl
36621430,hr- disease
36621430,low vaf
36620882,digital papillary adenocarcinoma
36620882,papillary adenocarcinoma
36620844,breast cancer-related
36620820,vein stenosis imitating inflammatory breast cancer
36620820,breast erythema
36620820,upper extremity deep venous thrombosis
36620820,dvt
36620820,erythema
36620609,her2-negative tumors
36620609,decreased disease-free
36620595,pleural lesions
36620595,pulmonary nodules
36620566,mucinous ovarian carcinoma
36620566,mucinous carcinoma of the ovary
36620168,cell carcinoma
36620168,oval cysts
36620168,epithelial ovarian tumor
36620168,signet-ring cell carcinoma
36620168,primary invasive ovarian tumors
36620166,sln longitudinal
36620166,sln metastasis
36620040,microbe-disease
36619589,bipolar
36619589,migraines
36619482,metastases of adenocarcinoma
36619482,malignant parotid tumor
36618941,"breast, ovarian and cervical cancer"
36618941,ovarian and cervical cancer
36618838,"endometrial, ovarian"
36618838,endometrial and ovarian cancers
36618799,xanthogranulomatous mastitis
36618799,inflammatory mastitis
36618799,cystic neutrophilic granulomatous mastitis
36618799,rosai-dorfman disease
36618799,erdheim-chester disease
36618780,brca
36618780,alabama
36618497,primary breast leiomyosarcoma
36618497,leiomyosarcomas
36618497,breast sarcomas
36618497,breast leiomyosarcoma
36618302,suppression
36617999,cationic amphiphilic chemodrug
36617999,drug-resistant breast tumor
36617953,msigdb
36617941,hrms
36617773,late-stage breast cancer
36617595,critically
36617420,cancerous lung
36617420,small cell carcinoma
36617420,small cell lung carcinoma
36617361,suppression of rb hyperphosphorylation
36617357,multifocal tumors
36617357,aggressive disease
36616659,aggressive type of breast cancer
36616659,granulomatous mastitis
36616371,low-toxicity
36616371,toxicity of sf-agn
36615883,dysgeusia
36615868,habits in breast cancer
36615868,f-fluorodeoxyglucose
36615632,embryonic cardiomyocyte
36615627,overdosage
36615537,chronic disorders
36615474,labelling mcf-7 breast cancer
36615474,mcf-7 cancer cell labelling
36615273,colorectal and anti-breast cancer
36615273,chronic myeloid leukemia
36615273,cml
36615173,tnbcs
36615173,invasive carcinomas
36615173,illumina hiseq
36615096,hysterectomy for benign disease
36615096,high-grade serous ovarian carcinoma
36615096,serous ovarian cancer
36615096,myomas
36615096,adenomyosis
36615096,adenomyomatosis
36615096,right fallopian tubes
36614866,fitness in breast cancer
36614279,lip
36614269,tumoral dermal
36614261,male breast carcinoma
36614209,breast cancer carcinogenesis
36614207,premature ovarian failure
36614207,cognitive and urogenital deficiency
36614200,hormone-sensitive breast cancer
36614200,hdacis
36614168,cytotoxicity in both hepatocellular carcinoma
36614128,liver toxicity
36613820,"colorectal, ovarian"
36613691,breast cancer growth
36613648,hereditary breast cancer
36613648,brca-like tumors
36613590,vaf
36613528,malignancy tumors
36612894,qol breast cancer
36612831,iv breast cancer
36612726,cvd death
36612726,late cardiotoxicity
36612320,hallmarks of breast cancer
36612312,palbociclib pk
36612307,myocardial systolic dysfunction
36612307,mitochondrial damage and endothelial dysfunction
36612241,dysphoria
36612229,enriching cancer
36612229,colon tumour spheroid
36612219,cancer-related fatigue
36612219,cancer-related fatigue in breast cancer
36612219,at
36612209,aggressive triple-negative breast cancer
36612209,aggressive tnbc
36612202,cardiac impairment in breast cancer
36612199,abnormal soce
36612199,cancer invasiveness
36612199,tumoral breast epithelial
36612199,non-tumoral cells impairment of stim1 n-linked glycosylation attenuated
36612199,tumoral breast
36612175,impaired ec tight junction
36612148,human prostate carcinoma
36612065,colon and gastric cancer
36611970,radiosensitivity of hypoxic breast cancer
36611803,hptpeta
36611803,pancreas
36611600,traumatic perception
36611460,low breast tumors
36611457,renal cancers
36611456,lv impairment
36611456,insufficiently
36611456,valve degeneration and heart failure
36611456,thymomas
36611456,rv injuries
36611419,os reduction
36611382,breast cancer malignancies
36611358,deep learning classification of breast cancer
36611165,deficient breast cancer
36611165,deficient (hrd) breast cancer
36611165,hrd breast cancer
36611131,leucopenia
36611099,synchronous ipsilateral supraclavicular lymph
36611099,ipsilateral supraclavicular lymph node metastases
36611099,islm breast cancer
36611079,tumor-only solid tumor
36611070,papillary mucinous neoplasm
36611070,dysplasia
36610826,ischemic complications
36610826,flap necrosis
36610717,mcf-7l breast cancer
36610717,endocrine responsive breast cancer
36610572,low tumor
36610231,carcinoma of the salivary
36610131,ea in breast cancer
36610131,ea on breast cancer
36609913,immunocompetent tnbc breast tumor
36609911,nab-ptx plus t-mab
36609711,breast tumor metastasis
36609627,hepatocarcinogenesis
36609573,male lung cancer
36609573,urinary cancer
36609573,metachronous primary breast cancer
36609573,male lung adenocarcinoma
36609573,bladder papillary transitional cell carcinoma
36609573,prior bladder papillary transitional cell carcinoma
36609573,prior prostate adenocarcinoma
36609573,lung malignancy
36609573,prior prostate cancer
36609389,palbociclib plus letrozole plus trastuzumab
36609236,cystic breast lesions
36609236,cystic lesions
36609033,normoxia or hypoxia
36608634,breast edema
36608382,ii-iv ovarian cancer
36608371,breast metastatic adenocarcinoma
36608325,single breast cancer
36608325,pleural effusions
36608303,pd-1
36607858,autosomal dominant disease
36607858,hamartomas
36607858,macrocephaly
36607858,cerebellar tumors
36607858,hydrocephalus
36607858,lhermitte-duclos disease
36607858,dural arteriovenous fistula
36607858,adenomatous goiter
36607858,multifocal oral mucosal papillomatosis
36607731,angiomyxoma
36607731,benign mesenchymal neoplasm
36607731,angiomyxomas
36607731,myxoid neoplasms
36607731,parenchymal tumors
36607731,myxoid fibroadenoma
36607731,angiomyxoma of breast
36607729,respiratory disease
36607486,california
36607390,colorectal and h&n cancers
36607384,lhermitte-duclos disease related with cowden syndrome
36607384,metastatic lung cancer
36607384,hamartomatous
36607384,hypermetabolic multinodular thyroid goiter
36607384,hamartomatous pulmonary
36607384,hypermetabolism
36607384,cerebellar tumor lesion
36607384,hamartomatous tumors
36607381,malignant axillary lymphadenopathy
36607381,malignant lymphadenopathy
36607099,optic breast cancer
36606484,psed
36606458,carcinoembryonic
36606354,aggressive eccrine tumour
36606302,classification of disease
36606299,hyport
36606299,hyport in breast cancer
36605832,paraneoplastic cerebellar degeneration
36605832,pcd
36605832,aphasia and dyssynergia
36605795,psds
36605795,ultra-small psds
36605795,hydrophilic psds
36605580,lipid nanoemulsions
36605580,hypersensitivity reaction
36605580,hypersensitivity reactions
36605524,ptd
36605467,stage ii breast cancer-related lymphedema
36605467,mld
36605467,stage ii lymphedema
36605467,upper extremity disability
36605467,ii breast cancer-related lymphedema
36605448,intracranial tumors
36605448,squamous cell cancer
36605442,anemic
36605432,bone marrow metastases in breast cancer
36605432,bone marrow metastasis
36605432,metastasis breast cancer
36605428,her2-negative breast cancer
36605227,easy-bleeding
36605227,ulcerated breast tumor
36605227,dorsi flap
36605217,obvious tumor
36605217,abscopal tumor reduction
36605217,abscopal tumors
36605067,metastatic lung adenocarcinoma
36605067,ivb lung adenocarcinoma
36605067,oral dysesthesia
36605067,extremity edema
36605067,respiratory failure
36605067,ischemic heart disease
36605067,viral myocarditis
36605044,epitheliopathy
36604691,snuh first cancer
36604691,sporadic breast cancers
36604679,aln-positive breast cancer
36604648,calcification lesion
36604629,khomas
36604587,invasive ductal lobular carcinoma
36604587,invasive ductal carcinoma (idc) or invasive lobular carcinoma
36604412,hematologic malignancies
36604379,chmp
36604141,stemness of cancer
36604141,cav-1 deficiency in the tumor stroma
36604141,cav-1-deficient
36604141,cav-1 deficiency
36604098,"sarcoma lung metastases, merkel cell carcinoma abscopal"
36603919,hdi
36603850,ovarian serous carcinoma
36603850,brca1-associated ovarian cancer
36603850,benefits tumors
36603784,rheumatoid arthritis
36603784,traumatic injuries
36603770,attenuated tumor
36603672,tumours of m-wnt-tumour
36603414,acute skin toxicity
36603414,covid19
36603414,breast swelling
36603407,cancer-testis
36603139,postoperative nausea and vomiting
36602747,y2(ha)6(h2o)4
36602292,breast and brain tumors
36602287,iii tumors
36602226,her2+hr+ breast cancer
36601799,invasive fungal infections
36601512,colon and brain cancer
36601474,neck cancers
36601474,tam cytotoxicity
36601407,coronavirus pneumonia
36601407,virus infection
36601341,low disease
36601341,her2-negative disease
36601340,breast-to-ovarian cancer
36601278,left breast cancers
36601278,deep-inspiration breath hold
36601161,gastric schwannoma
36601161,gastric mesenchymal tumours
36601161,gastrointestinal tract mesenchymal tumours
36601161,leiomyomas
36601161,gastrointestinal stromal tumours
36601161,schwannomas
36601161,neuroma
36601161,neurilemmomas
36601161,neurinomas
36601161,benign neoplasms
36601161,schwannomatosis
36601161,neurofibromatosis
36601161,neurofibromatosis 2 tumour
36601161,gastric schwannomas
36601022,-positive breast cancer
36600941,osteoarthritis
36600941,joint disease
36600794,primary gastric carcinoma
36600794,gastric metastasis of breast cancer
36600794,gastric outlet obstruction
36600790,breast cancer metastasizing
36600790,invasive lobular cell carcinoma
36600747,ovid
36600747,oncological spine disease
36600747,deep venous thrombosis
36600678,urothelial cancer
36600573,pancreatic and ovarian cancers
36600573,fanconi anaaemia
36600565,tumour-stroma
36600535,von frey perception
36600535,foot numbness/tingling
36600535,fact-tax neuropathy
36600532,para-aortic retroperitoneal lymph
36600517,neoplastic diseases
36600517,deadly cancers
36600447,oncologic disease
36600314,metabolic tumor
36600314,iia
36600313,malignant tumour
36600299,retard breast tumor
36600299,obvious hepatorenal toxicity
36600271,gastrointestinal disorders
36600271,cardiac disorders
36600271,type of disorder
36600271,toxicities of icis
36600271,ici toxicity
36600173,mbf
36600173,neuroendocrine tumour
36600173,lung cancer plus metastases
36600173,colonic and renal cell carcinomas
36600173,"sarcoidosis, pneumonia"
36600173,lung inflammation
36600173,pleural plaques
36599922,metastasis of breast tumors
25905330,common disorder
36599470,glioblastomas
36599395,multidrug-resistant tumors
36599350,icis
36599263,"hela-mdr, ovarian cancer"
36599202,psychological disorder
36599202,depression-like behaviors
36599050,learning impairment
36599048,epilepsy
36599048,painful juvenile fibroadenomatosis
36598637,breast cancer single-cell
36598627,paget disease
36598514,rb-deficient tumors
36598514,rb-deficient tnbc
36598514,rb deficient tnbc
36598179,breast cancer lesions
36598179,malignant lesion
36598163,benign diseases
36598153,norwegian breast cancer
36597635,radiation refractory disease
36597635,thyroid cancers
36597635,spinal metastatic disease
36597590,bacterial infection
36597579,california cancer
36597286,primary epithelioid sarcoma of the pleura
36597286,pleural neoplasm
36597286,malignant pleural mesothelioma
36597286,empyema
36597286,tumorous lesion
36597286,pleural epithelioid sarcoma
36597286,pleural tumor
36597146,tumors in breast cancer
36597014,iii tumours
36596730,non-breast primary cancers
36596730,breast primary cancer
36596380,txr melanoma
36596344,microsatellite instability
36596344,deficiency of mismatch
36596344,pancreatic or endometrial cancer
36596344,biliary cancer
36596330,cancerous tumors
36595835,peripheral neurotoxicity
36595835,neurotoxic symptoms
36595835,tumor drug peripheral neurotoxicity
36595516,malignant lymphoma
36595297,carcinoma in situ or breast cancer
36595297,carcinoma in situ
36594840,classification of breast cancer
36594836,luminal b tumors
36594836,luminal b tumor
36594615,migration arrest
36594564,oesophageal carcinoma
36594564,lvi
36594158,uhd
36594086,impaired cscs
36593822,hypothalamus
36593486,her2-enriched breast cancer
36593480,stage iii colon cancer
36593475,obesity-related cancer
36593166,colon or prostate
36593075,xanthogranulomatous inflammation
36593075,small bowel langerhans cell sarcoma metastases
36593004,situ carcinoma to invasive carcinoma
36592995,cognitive changes
36592995,memory and episodic memory
36592859,dichroism (ecd) calculations
36592859,"hepatoma smmc-7721, human breast cancer mcf-7"
36592859,pheochromocytoma
36592608,uci heart disease
36592580,learning for breast cancer
36592536,deformity
36592506,thymic epithelial tumours
36592506,thymic carcinoma
36586064,slnb
36586037,arrhythmia
36585863,breast metastatic spine cancer
36585863,breast spinal metastatic tumors
36585853,deep inspiration breath
36585729,malignant breast neoplasm
36585623,drfs of breast cancer
36585562,coronary disease
36585562,valvular disease
36585562,cardiac diseases
36585562,mediastinal lymphoma excess
36585450,basal metastases
36585404,atezolizumab increase pcr
36585358,cancer metastasis suppression
36585358,colonized tumors
36585211,liver tumor
36585206,febrile neutropenia in breast cancer
36585206,low wbc
36585196,metastasis in prostate cancer
36585196,hypercalcemia
36585196,bone pain
36585194,blood t
36585170,annual prostate and breast cancer
36585130,non-hodgkin's lymphoma
36585130,nhl
36584854,lung carcinogenesis
36584854,xenograft tumor
36584723,hyperplasia and tumors
36584723,block tumor
36584607,liver metastasis of breast cancer
36584453,oesophageal squamous cell carcinoma
36584453,acidic tumour
36584207,kd
36584059,suspicious breast lesions
36584053,block versus thoracic paravertebral block
36583862,tnbc cancer
36583691,ellipsoidal tumors
36583628,lesion adcs
36583524,radiation-induced acute breast toxicity
36583524,breast toxicity
36583524,acute toxicity
36583306,modelling acute postoperative pain
36582974,thymoma frequently
36582974,left costophrenic recess
36582974,mediastinal disease
36582974,pleural deposits
36582800,human disorders
36582800,osteosarcoma and papillary thyroid cancer
36582800,t cell leukemia
36582800,myocardial ischemia/infarction
36582800,hepatitis b
36582800,multiple sclerosis
36582786,malignant focal breast lesions
36582786,malignant small breast lesions
36582596,diastolic heart failure
36582596,isolated diastolic dysfunction
36582596,leg oedema
36582596,ventricular diastolic dysfunction
36582596,diastolic dysfunction
36582446,decreased weight gain
36582422,hypothyroidism
36582422,ht
36582280,metrorrhagia
36582280,ovarian cyst
36582145,breast and hepatic cancer
36582086,radiation dependence of chronic lymphoid leukaemia
36582086,malignant neoplasms decreases
36582081,heart damage increases
36582081,heart diseases
36582060,gi cancers
36581985,malignant haematological disease
36581948,ighd
36581929,"columnar cell lesions(ccl), lobular carcinoma in-situ(lcis) and atypical ductal hyperplasia"
36581929,tumour-host
36581929,low ng tumours
36581929,high ng tumours
36581893,obese breast cancer
36581893,overweight breast cancer
36581888,retards breast cancer bone metastasis
36581888,bone metastases of breast cancer
36581888,breast cancer bone metastases
36581817,metabolic abnormalities on breast cancer
36581817,2019 or death
36581817,dyslipidemia
36581817,hypertensive
36581696,ovahrdscar
36581696,tnbchrdscar
36581580,phd
36581401,melanoma and lymphoma
36581401,primary tumors metastasizing
36581401,lung neoplasm
36581374,tumors of the brain
36581374,lesions of pancreatic cancers
36581374,prominently pancreatic cancers
36581346,apoptosis of breast cancer
36581345,classification of brain metastases
36581345,colorectal carcinomas
36580998,dermato-adiposal lymphatic flap venous
36580998,upper extremity lymphedema
36580998,lymphosclerosis
36580998,lymphedema qol
36580998,cellulitis
36580827,cutaneous melanoma
36580716,tumor hyperthermia
36580704,breast augmentation in non-cancer
36580423,advanced prostate cancer
36580360,ii unilateral breast cancer
36580006,synchronous bilateral breast cancer
36579996,isolated cancer
36579996,m arrest
36579891,invasiveness in breast cancer
36579812,neutropenic complications
36579754,amphiphilic block
36579726,obesity and sarcopenic obesity
36579554,subacromial pain syndrome
36579554,tendon lesions
36579386,cardiovascular complications
36579386,vascular dysfunction
36579386,vascular toxicity
36579383,breast phyllodes tumours
36579383,fibroepithelial neoplasms
36579383,classification of tumours
36579098,malignant fibrous histiocytoma of the axilla
36579098,synchronous
36579098,left axillary sarcoma
36578949,primary neuroendocrine neoplasm
36578949,breast neuroendocrine neoplasm
36578949,primary hepatic signet ring cell neuroendocrine tumor
36578947,gastric carcinomas
36578947,adenocarcinoma of the stomach
36578933,dilated peritumoral tumor
36578933,dm plus dbt
36578374,ibr-failure
36578092,breast primary tumors
36578038,pancreatic and thyroid cancer
36577676,homeopathy
36577560,invasive apocrine breast cancers
36577555,malignant neoplasm of breast
36577555,deaths by breast cancer
36577370,responsive tumors
36577184,calculus
36577093,mucinous micropapillary carcinoma
36577093,mucoepidermoid carcinoma
36577093,mucinous ductal carcinoma
36576830,secondary lymphedema
36576797,distal sensory polyneuropathy
36576797,thyroid disease
36576677,obesity in breast cancer
36576677,bilateral breast cancer
36576239,ald
36576071,lung invasive micropapillary carcinomas
36576071,invasive micropapillary carcinomas
36575782,gastrointestinal toxicities
36575780,deaths of breast cancer
36575538,sid
36575447,snps
36575361,luminal-like disease
36575224,mds
36575224,skin sensitization
36575195,hypertriglyceridemia
36575195,rash/pruritus
36575102,primary and secondary breast angiosarcoma
36575102,breast angiosarcoma
36575102,primary breast angiosarcoma
36575102,secondary breast angiosarcoma
36574282,hereditary gastric and breast cancer syndrome
36574282,hereditary gastric and breast cancer syndromes
36574187,hepatic metastasized pancreatic ductal adenocarcinoma
36574187,back pain
36574187,hepatic metastases
36574187,increased neuropathy
36574074,sexual schemas
36574048,distress
36573958,duke cancer
36573823,siad
36573531,colorectal neoplasms
36573531,dementia and chronic kidney disease
36573403,tnbc cscs
36573375,cuch-ncs
36573309,msi-high tumors
36573309,hereditary tumors
36573167,nerve palsy
36573035,"gynecomastia, cushing syndrome"
36573035,multiple neoplasia syndrome
36573035,cushing syndrome
36572997,hands deformities
36572997,hand deformities
36572997,deformities
36572997,inflammatory osteoarthritis
36572991,tubo-ovarian high-grade serous carcinoma
36572609,seroma and haematoma
36572609,haematoma and seroma
36572609,haematoma rates
36572609,haematoma
36572609,haematoma rates reduced
36572578,"hyperlipidaemia, atherosclerotic cardiovascular disease"
36572578,osteoporosis and breast cancer
36572422,invasive micropapillary
36572422,neuroendocrine
36572422,hemorrhage
36572324,androgens
36572281,muscle stiffness
36572093,virus-tumour
36572093,small tumours
36571962,abdominal diastasis
36571707,breast-cancer-related lymphedema
36571503,cognitive change in breast cancer
36571503,cognitive functioning change
36571503,cognitive difficulties
36571503,srcd
36571455,survival trends in solid cancers in the nordic
36571455,"melanoma and breast, endometrial and thyroid cancers"
36571455,vulvar cancers
36571455,prostate
36571260,chronic disease
36571260,pwcd
36571260,chronic hepatitis b
36571260,autoimmune disease
36571232,cytotoxicity in colon cancer
36570854,emotional disorders
36570854,psychiatric disorders
36570766,ewing's sarcoma
36570451,chronic neuropathic pain
36570451,depression scale-depression
36570430,skin cancers
36570288,tremendous attention
36570288,afm
36570288,tumor suppression
36570178,cancer cell cytotoxicity
36568373,pan-cancer
36568362,mortalities
36568301,colorectal adenocarcinoma
36568259,endocrine cancer
36568259,thyroid and breast cancer
36568221,end-stage renal disease
36568221,esrd
36568221,ii hand foot syndrome
36568219,oral mucositis
36568176,cancers of prostate
36568144,impacts tumor
36568144,metastasis suppressive tumor
36568060,disability
36568052,hr-tof-ms
36567618,vaginal bleeding
36567618,endometrial thickness
36567618,ovarian cysts
36567450,adenosquamous carcinoma
36567450,high mitosis
36567450,desmoplastic stroma
36567113,stillbirth
36567059,nci-designated cancer
36567059,tumor cancers
36567009,lncap human prostate cancer
36567009,in carcinogenesis
36566714,drug-resistant breast cancer
36566691,acute skin radiation toxicity
36566690,tad
36566517,neurodegenerative disease
36566517,severe deficiency
36566517,concerning cardiovascular disease
36566517,coronary heart disease
36566517,glucose homeostasis
36566517,concerning infections
36566517,respiratory tract infections
36566517,sleep disturbances
36566517,joint pains
36566517,vulvovaginal atrophy
36566113,fatigue reduction
36566113,reduction of fatigue
36566002,delays tumor
36565967,oligorhamnogalacturonans
36565967,ehrlich tumor
36565967,ehrlich tumors
36565918,decreases breast cancer aggressiveness
36565718,non-cancer diseases
36565382,skin and breast cancers
36564922,component of breast cancer
36564279,axillary lymph node metastasis
36564171,"hereditary breast, ovarian and colorectal cancer syndromes"
36563885,myocardial injury
36563298,ovarian metastasis
36563298,endometrial metastasis
36563141,cardiac toxicity
36562927,impairing tumor
36562609,neck squamous cell cancer
36562524,gastric adenocarcinoma
36562524,hereditary diffuse gastric carcinoma syndrome
36562524,hereditary diffuse gastric cancer syndrome
36562476,breast cancer tnbc
36562461,chromosome instability disorders
36562461,"ovarian, pancreatic"
36561721,acute thrombocytopenia
36561074,photo-cytotoxicity
36560796,related diseases
36559700,cytotoxic
36559700,lung adenocarcinoma epithelial
36559330,cytotoxicity towards breast cancer
36559094,anti-breast cancer
36559029,musculoskeletal inflammation
36559029,inflammation of the joints
36559029,joints
36559029,tenosynovitis
36559029,musculoskeletal infiltrates
36558961,"pancreatic adenocarcinoma panc-1, melanoma a375, hepatocarcinoma"
36558953,p breast cancer
