PMID,Disease
36660432,breast cancer
36660366,breast cancer
36660366,cancer
36660366,"breast, ovarian, pancreatic or prostate cancers"
36660366,apc
36660299,cancer
36660299,tumor
36660299,cancers
36660299,breast cancer
36660299,bladder tumor
36660299,invasive bladder cancer
36660299,lymphovascular invasion
36660299,tumors
36660236,breast cancer
36660236,cancer
36660236,mortality
36660211,neutropenia in breast cancer
36660211,neutropenia
36660211,febrile neutropenia
36660211,toxicity
36660211,mortality
36660211,tumor
36660211,breast cancer
36660209,cancer
36660209,loss of tumor
36660209,cancers
36660209,acute lymphoblastic leukemia
36660209,osteosarcoma
36660209,hodgkin's lymphoma
36660209,tumors and breast cancer
36660209,infection
36660209,leukemias and lymphomas
36660090,breast cancer
36660090,cancer
36660090,social dysfunction
36660064,cardiotoxicity in breast cancer
36660064,cardiotoxicity
36660064,breast cancer
36660064,aic
36660064,cancer
36660064,ventricular systolic dysfunction
36660064,heart failure
36660064,breast cancer aic
36660064,hypertension
36660064,atrial fibrillation
36659929,cancer
36659929,tumors
36659929,tumor
36659929,nephrotoxicity
36659929,tumor ecs
36659929,multi-cancer ec atlas
36659929,non-prostate cancers
36659912,breast cancer
36659836,cancer
36659836,gastric
36659836,pancreatic
36659836,lung cancers
36659836,breast cancer
36659828,carcinoma erysipeloides
36659828,cutaneous metastases of breast cancer
36659828,cutaneous metastatic breast cancer
36659828,metastases
36659828,mortality
36659828,breast cancer
36659828,skin lesions
36658719,breast cancer
36658719,death
36658719,tumor
36658719,cancer
36658690,dendritic
36658690,allergy
36658690,cancer
36658677,cancer
36658677,breast cancer
36658677,cancers
36658674,peripheral neuropathy
36658674,breast cancer
36658674,neuropathic symptoms
36658674,hypocalcemia
36658635,inflammation
36658635,cancer
36658635,breast (brca) or prostate cancer
36658611,breast cancer
36658611,cancer
36658611,he
36658611,fatigue
36658611,depression
36658611,anxiety
36658611,cognitive impairment
36658418,breast cancer
36658418,cancer
36658409,mitosis
36658409,faithful mitosis
36658409,mcf-7 breast cancer
36658409,hela cervical cancer
36658409,neurodevelopmental disease-linked mitotic regulators champ1
36658324,breast cancer
36658289,breast cancer
36658256,papillary thyroid cancer
36658256,tumors
36658256,metastases
36658256,tumor
36658256,primary tumors
36658253,cancers
36658253,breast cancer
36658149,breast cancer
36658149,cancer
36658130,paraptosis in breast cancer
36658130,af
36658130,breast cancer
36658130,af plus bz induced paraptosis
36658130,cancer
36658130,proteotoxic stress
36658130,cancers
36658063,infection
36658063,infections
36658063,diabetes mellitus
36658052,invasive breast cancer
36658052,breast cancer
36658052,cancer
36657935,mortality
36657935,breast cancer
36657935,malnutrition
36657935,cancer
36657935,death
36657931,tumor
36657931,breast cancer
36657931,cancer
36657931,cardiotoxicity
36657931,e genotoxicity
36657923,breast cancer
36657923,toxicity
36657923,gastrointestinal symptoms
36657923,low gastrointestinal chemotoxicity
36657923,nausea
36657923,vomiting
36657923,constipation
36657871,breast cancer
36657563,breast cancer
36657563,tumor
36657563,cancer
36657563,tumor invasiveness
36657563,breast cancer cell invasiveness
36657553,breast cancer
36657553,tumor
36657553,cancers
36657553,cytotoxicity
36657553,ingrt-palm nps
36657483,tumor
36657483,breast cancer aggressiveness
36657483,breast cancer
36657483,cancer
36657432,breast cancer
36657432,cancer
36657432,death
36657432,neoplasia
36657432,breast cancers
36657432,malignancy
36657432,decreased breast cancer
36657432,carcinoma
36657304,breast cancer
36657304,cancer
36657304,her2-breast cancer
36657304,tumor
36657301,breast cancer
36657301,mushrooms blend
36657301,cancer
36657301,cerebellar metastases
36657301,tnbc
36657301,metastases
36657260,cancer
36657260,tumor
36657260,gliomas
36657260,pancreatic cancers
36657260,arrest
36657087,cancer
36657087,tumor
36657087,breast cancer
36656864,breast cancer
36656864,tumor
36656750,lung adenocarcinoma
36656750,intracranial malignancy
36656750,mortality
36656750,lung cancer
36656750,luad primary tumor
36656750,tumors
36656750,cancer
36656642,skin toxicity
36656642,breast cancer
36656642,skin damage
36656642,dermal necrosis
36656642,degeneration
36656633,hereditary breast and ovarian cancer syndrome
36656633,cancer
36656633,openness
36656633,hereditary breast and ovarian cancer (hboc) syndrome
36656572,cancer
36656572,cancers
36656572,colorectal
36656572,breast cancer
36656572,endometrial cancer
36656572,colorectal cancer
36656510,breast cancer
36656510,cancer
36656510,tumors
36656510,her2-zero tumors versus her2-low-positive tumors
36656510,her2-zero tumors
36656469,pheochromocytoma and abdominal paraganglioma
36656469,neuroendocrine tumors
36656469,tumors metastasize
36656469,cancer
36656448,fibroadenoma
36656448,ductal carcinoma
36656448,malignant breast tumors
36656380,breast cancer
36656380,cancer
36656380,tumor
36656338,cancer
36656338,non-metastatic prostate cancer
36656338,breast cancer
36656338,fractures
36656338,fracture
36656338,osteoporosis
36656338,ovarian failure
36656338,mortality
36656238,tumor
36656238,osteosarcomatous differentiation
36656238,intestinal obstruction
36656238,tumors
36656238,breast neoplasms
36656238,breast tumors
36656238,aggression
36656238,metastases
36656238,gastrointestinal symptoms
36656171,breast cancer
36656142,breast cancer
36656142,malignant tumours
36656142,cancer
36656142,tumour metastasis
36656142,tumour
36656035,breast cancer
36656035,tumor
36656035,malignancies
36655860,breast cancer
36655860,inflammation
36655860,mortality
36655860,cancer
36655820,breast cancer
36655820,cognitive dysfunction
36655820,non-cancer
36655820,psychomotor
36655818,death
36655818,lcd
36655818,middle pnbc block giving rise
36655818,cancerous
36655818,breast cancer
36655808,breast cancer
36655808,tumor
36655723,breast cancer
36655723,ncl
36655692,breast cancer
36655692,tumor
36655692,cancer
36655686,scutellaria baicalensis georgi in breast cancer
36655686,breast cancer
36655686,malignancies
36655686,cancer
36655429,breast cancer
36655418,breast cancer
36655350,breast cancer
36655350,cancer
36655350,cancers
36655350,tumors
36655350,fanconi anemia
36655350,tumor
36655184,primary cutaneous mucinous carcinoma
36655184,malignant skin adnexal tumor
36655184,metastasis of mucinous breast cancer
36655184,metastasized breast cancer
36655184,tumor
36655089,metabolic disorders
36655089,chronic diseases
36655089,cardiovascular disease
36655089,cvd
36655089,diabetes
36655089,constipation
36655089,inflammation
36655089,cancer
36655089,pancreatic
36655003,cancer
36655003,inflammation
36655003,diabetes
36655003,breast and prostate cancer
36654970,cancer
36654959,breast cancer
36654959,tumor
36654955,cad
36654955,breast cancer
36654954,nerve injury
36654954,trauma
36654954,papillary thyroid carcinoma
36654954,metastases
36654951,breast cancer
36654951,tumor
36654951,iii breast cancer
36654949,breast cancer
36654949,breast neoplasms
36654949,cancer
36654948,tumor
36654948,mortality
36654948,breast cancer
36654948,tnbc
36654948,death
36654948,cancer
36654948,died
36654948,metastases
36654948,brain metastases
36654948,liver metastases
36654947,thyroid cancer
36654947,cancer
36654947,malignant tumor
36654947,thyroid carcinoma
36654947,carcinoma
36654947,papillary thyroid cancer
36654946,breast cancer
36654946,cancer
36654923,breast cancer
36654912,luminal a breast cancer
36654822,cancer
36654822,tumor
36654822,invasiveness
36654822,breast cancer
36654818,breast cancer
36654818,cancer
36654818,aggressive tumor
36654817,breast cancer
36654817,tumor
36654721,obstruction
36654721,invasive lobular breast cancer
36654721,breast cancer
36654721,cancer
36654721,breast cancers
36654721,right breast lobular carcinoma
36654721,lobular carcinoma of breast metastasising
36654719,breast cancer
36654683,breast cancer
36654683,arrest
36654683,stress
36654601,high toxicity
36654601,hematological neoplasms
36654601,neoplasm
36654601,hodgkin's lymphoma
36654601,breast cancer
36654601,cardiotoxicity
36654601,systolic dysfunction
36654601,atrial fibrillation
36654601,atrial flutter
36654601,arrhythmias
36654601,toxicity
36654514,breast cancer
36654514,tnbc tumor
36654464,cancer
36654464,hepatocellular carcinoma
36654464,colon carcinoma
36654464,breast carcinoma
36654075,cancer
36654075,cancer stemness
36654075,tumor
36654075,breast cancer stemness
36654075,melanoma and colon cancer
36654001,breast cancer
36654001,breast invasive carcinoma
36654001,cancer
36653948,breast cancer
36653948,cancer
36653948,-breast cancer
36653923,luminal breast cancer
36653923,breast cancer
36653923,aggressive tumor behavior
36653923,tumor
36653923,cancer
36653909,tumor
36653909,cancer
36653909,breast cancer
36653795,renal cell carcinoma
36653795,tumors
36653795,neoplasm
36653795,malignancies
36653795,primary tumors
36653795,tumor
36653795,hemoptysis
36653795,cough
36653795,hypervascular lesion
36653795,clear cell renal cell carcinoma
36653795,clear renal cell carcinoma
36653795,metastases
36653795,neoplasms
36653787,breast cancer
36653714,tumor
36653714,tumors
36653714,cancer
36653704,cancer
36653664,breast cancer
36653664,died
36653541,breast cancer
36653541,hereditary cancer
36653541,inherited disease
36653507,breast cancer pd-l1
36653507,breast cancer
36653507,tumor
36653507,cancer
36653207,breast cancer
36653207,cancer
36653206,breast lesion
36653206,se
36653080,breast cancer
36653080,tumor
36653080,cancer
36653080,toxicities
36653080,immunosuppressive tumor
36653067,breast cancer
36653067,cancer
36653041,breast burkitt's lymphoma
36653041,cancer
36653041,malignancy
36653041,breast cancer
36653041,lobular carcinoma
36653041,breast lymphoma
36653041,unilateral disease
36653041,primary breast burkitt's lymphoma
36652988,breast cancer
36652988,fibrous dysplasia/mccune-albright syndrome
36652988,fd
36652988,abnormal bone turnover
36652988,tumor
36652988,cancer
36652981,breast cancer
36652981,malignancies
36652981,cancers
36652981,tumor
36652909,metastases
36652909,tumors
36652909,brain metastases
36652909,brain tumors
36652909,breast primary cancers
36652909,mortality
36652909,cancer
36652909,tumor
36652905,tumors
36652905,cancer
36652905,deaths
36652905,mortality
36652905,pancreatic
36652905,lung cancers
36652905,tumor
36652804,hardness-eta
36652804,atoms c5
36652804,cancer
36652734,tumors
36652734,metastasis of tumors
36652734,tumor
36652734,breast tumors
36652676,breast cancer
36652676,cancer
36652667,er-positive breast cancer
36652667,cytotoxicity
36652667,breast cancer
36652667,cancer
36652667,breast cancers
36652667,breast tumors
36652665,deficiency
36652665,breast cancer
36652665,tumor
36652665,high hrd
36652665,tumors
36652665,cancer
36652567,breast cancer
36652468,tumor
36652468,breast cancer
36652446,breast cancer
36652446,death
36652446,cancer
36652284,cancer
36652284,colorectal cancer
36652284,breast and prostate cancer
36652284,anxiety
36652284,depression
36652284,prostate cancer
36652284,breast cancer
36652251,breast cancer
36652182,breast cancer
36652182,malignant tumors
36652140,analgesia
36652140,breast cancer
36652140,postoperative impaired sleep
36652140,pain
36652140,stellate ganglion block
36652140,neuropathic pain
36652140,postoperative pain
36652140,breast cancer-related lymphedema
36652131,cancer
36652131,colorectal and lung cancers
36652131,malignancies
36652115,breast cancer
36652115,epithelial malignant tumor
36652115,tumor
36652115,carcinogenesis
36652113,breast cancer
36652113,breast cancers
36652113,tumor
36652113,breast tumor
36652087,breast cancer
36652024,breast cancer
36651932,breast cancer metastasis
36651932,breast cancer
36651932,toxicity
36651872,cancer
36651872,tumor
36651872,breast cancer
36651872,toxicity
36651872,tumors
36651629,situ breast carcinoma
36651629,breast cancer
36651505,breast cancer
36651505,tumor
36651505,unilateral breast cancer
36651490,breast cancer
36651490,metastases
36651490,death
36651490,breast cancer metastases
36651490,tnbc
36651490,tumour
36651490,fibrosis
36651490,idiopathic pulmonary fibrosis
36651490,cancer
36651361,breast carcinoma
36651361,cancers
36651361,breast cancer
36651361,breast tumor
36651361,tumor
36651355,tumors
36651355,metastases
36651355,breast cancer
36651355,breast cancer brain metastases
36651355,breast tumors
36651299,cancer
36651299,tumor
36651218,breast cancer
36651218,colorectal and gastric cancers
36651198,cancer
36651198,cancers
36651198,malignant cancer
36651198,bladder cancers
36651074,cancer
36651074,tumor
36650998,n atoms
36650998,cytotoxicity
36650998,breast cancer
36650834,breast cancer
36650834,metastases
36650834,tumors
36650834,tumor metastasis
36650834,cancer
36650834,tumor
36650834,pulmonary metastasis
36650827,breast cancer
36650782,breast cancer
36650782,malignancy of breast cancer
36650758,cancer
36650758,carcinogenic
36650758,cancers
36650758,tumor
36650758,tumors
36650758,neck squamous cell carcinoma
36650758,myeloid dendritic infiltration in breast cancer
36650758,thymoma
36650679,smoke and disease
36650679,death
36650679,cancer
36650679,cancers
36650679,lung cancer
36650679,breast cancer
36650679,bladder cancer
36650679,liver cancer
36650679,stroke
36650679,respiratory system diseases
36650679,asthma
26389276,cancers
26389276,cancer
36650603,sleep disturbance
36650603,pain
36650603,anxiety
36650603,depression
36650550,breast cancer
36650550,cancer
36650539,cancer
36650408,breast cancer
36650408,cancer
36650408,tumor
36650408,breast cancers
36650408,tumor stroma
36650341,cancer
36650341,tumor
36650341,tumors
36650292,tumor
36650292,cancer
36650292,non-small cell lung cancer
36650292,nsclc
36650292,breast cancer
36650292,lung metastases
36650292,cytotoxicity
36650292,glioma tumors
36650292,tumors
36650292,axl-h tumor
36650266,cancer
36650266,tumor
36650266,breast tumor
36650218,breast cancer
36650218,inflammation
36650218,tumor
36650218,cancer
36650166,endocrine resistant breast cancer
36649695,tumors
36649695,breast and urothelial cancer
36649695,neoplasms
36649695,tumor
36649695,papillary urothelial carcinoma
36649695,lobular carcinoma
36649695,carcinoma
36649695,carcinoma of the skin
36649695,invasive urothelial carcinoma
36649695,t-cell lymphoma
36649695,adenocarcinoma
36649695,squamous cell carcinoma of the skin
36649695,colorectal neuroendocrine carcinoma
36649695,breast cancer
36649695,cancer
36649570,cancer
36649570,tumor
36649477,breast cancer
36649477,covid-19
36649477,cancer
36649477,tumor
36649477,covid
36649303,cancer
36649303,blood malignancies
36649303,cancers
36649303,multi-cancer
36649275,breast cancer
36649275,fatigue
36649275,pain
36649275,toxicity
36649274,longitudinal multiparametric mri
36649274,invasive breast cancer
36649274,breast cancer
36649274,tumor
36649146,breast cancer
36649030,cancers
36649030,tumor
36649030,cancer
36649030,cholangiocarcinoma
36649030,gastric cancer
36649030,glioma and glioblastoma
36649030,hepatocellular carcinoma
36649030,lung cancer
36649030,ovarian cancer
36649030,breast cancer
36649030,colorectal cancer
36649030,osteosarcoma
36649030,aggressiveness
36648997,breast lesion
36648997,breast cancer
36648997,mortality
36648997,malignant lesions
36648994,breast cancer
36648988,invasive cancer
36648988,ductal carcinoma in situ using deep learning algorithms
36648988,ductal carcinoma
36648988,invasive disease
36648874,papillary thyroid carcinoma
36648874,tumor
36648874,cancer
36648833,breast cancer
36648833,tumor
36648737,breast cancer
36648737,death
36648715,cancer
36648694,metachronous metastatic breast cancer
36648694,primary tumour
36648694,breast cancer
36648694,cancer
36648694,metastases
36648694,metachronous metastatic disease
36648694,invasive lobular carcinoma
36648694,tumours
36648694,bone only disease
36648694,tumours and liver or brain metastases
36648694,metachronous metastases
36648693,breast cancer
36648693,arthritis
36648693,autoimmune diseases
36648693,dendritic
36648693,torsion
36648607,breast cancer
36648607,tumor
36648607,colorectal and gastric cancers
36648607,breast tumors
36648607,breast tumor
36648607,cancer
36648574,breast cancer
36648574,covid-19
36648574,cancer
36648565,breast cancer
36648503,tumor
36648503,cancer
36648503,breast cancer
36648326,cancer
36648326,fatigue
36648326,breast cancer
36648270,cutaneous melanoma wide
36648270,cancer
36648270,cutaneous melanoma lesions
36648259,breast cancer
36648160,tumor
36648160,breast tumors
36647960,breast cancer
36647960,cancer
36647951,tumor
36647951,gastric cancer
36647951,central nervous system diseases
36647951,prostate diseases
36647948,acute radiation dermatitis
36647948,breast cancer
36647948,ard
36647948,dermatitis
36647948,pigmentation
36647948,tender erythema
36647948,diabetes
36647948,allergy
36647948,tumor
36647940,tumor
36647940,inflammation
36647940,infection
36647940,microbial invasive infection
36647940,novel coronavirus disease
36647940,covid-19
36647940,novel tumor
36647940,hematologic tumors
36647940,gastrointestinal symptoms
36647940,nausea
36647940,vomiting
36647940,anorexia
36647940,intestinal mucositis
36647940,abdominal pain
36647940,diarrhea
36647940,constipation
36647940,toxicity
36647940,neutropenia
36647940,bone marrow suppression
36647940,infections
36647876,breast cancer
36647876,hpa
36647826,cancer
36647826,prostate cancer
36647826,breast cancer
36647826,cancers
36647755,multidisciplinary cancer
36647755,covid-19
36647755,cancer
36647745,breast cancer
36647745,mbc
36647722,breast cancer
36647722,cancer
36647722,tumor
36647722,carcinogenic
36647667,breast cancer
36647667,tumor
36647602,breast cancer
36647602,cytotoxicity
36647602,cancers
36647602,death
36647512,cancer
36647512,calcification
36647484,lung adenocarcinoma
36647484,tumor
36647484,malignant tumors
36647484,colorectal
36647484,breast cancers
36647484,cancer
36647440,breast cancer
36647342,black breast and ovarian cancer
36647342,cancer
36647342,cancers
36647342,breast and ovarian cancer
36647333,cancer
36647333,cancers
36647169,tumors
36647169,cancer
36647169,tumor
36647169,cancers
36647169,lung cancer
36647169,melanoma
36647169,breast cancer
36647169,bladder cancer
36647026,hereditary breast and ovarian cancer syndrome
36647026,lynch syndrome
36647026,hereditary tumor syndrome
36646950,breast cancer
36646950,cancer
36646922,breast cancer
36646788,liver tumour
36646788,cancer
36646788,hepatocellular carcinoma
36646788,tumour
36646765,colon cancer
36646765,colon adenocarcinoma
36646765,cancer
36646707,niche stiffness sustains cancer stemness via taz
36646707,cancer
36646707,breast cancer
36646599,cancer mortality
36646538,invasive breast cancer
36646538,cancer
36646538,slnd
36646538,tads
36646538,alnds
36646529,cancer
36646529,breast cancer
36646529,cancers
36646529,invasive cancer
36646529,invasive cancers
36646509,breast cancer
36646509,breast cancers
36646509,tumor
36646396,tumors
36646396,breast cancer
36646376,neurological disorders
36646376,cardiovascular illnesses
36646376,cancer
36646376,metabolic disorders
36646376,infections
36646376,hepatotoxicity
36646376,ulcers
36646376,gastroesophageal reflux disease
36646376,bacterial infections
36646376,tumors
36646376,dermatitis
36646376,gastritis
36646366,breast cancer
36646366,cancer
36646350,ovarian cancer
36646350,aids-related kaposi sarcoma
36646350,breast cancer
36646350,cardiovascular diseases
36646350,cancer
36646350,tumor
36646349,breast cancer tumor
36646349,tumor
36646349,breast cancer
36646349,cancer
36646349,death
36646229,hbv-infected
36646203,cancer
36646203,tumor
36646203,breast adenocarcinoma
36646203,malignant tumors
36646021,breast cancer
36646021,cancer
36646021,mortality
36646021,breast lesions
36646021,cad
36646021,deep learning algorithms
36646021,breast abnormalities
36646004,covid-19
36646004,breast cancer
36646004,cancers
36646004,cancer
36646004,breast cancers
36646003,breast cancer
36645966,breast cancer
36645966,pain
36645966,chronic illness
36645966,-breast cancer
36645723,breast cancer
36645723,cancer
36645627,malignant lesions
36645627,ductal carcinoma
36645627,invasive ductal carcinoma
36645616,breast cancer
36645616,bone metastases
36645616,toxicity
36645616,tumor
36645616,metastases
36645616,fractures
36645554,breast cancer
36645554,tumors
36645554,cancer
36645554,aggressive behaviors of tumor
36645554,tn
36645554,apc
36645549,breast cancer
36645534,breast cancer
36645534,tumour
36645534,chronic obstructive pulmonary disease
36645526,pain
36645526,breast cancer
36645526,cancer
36645520,breast cancer
36645520,cancer
36645507,dm
36645507,breast cancer
36645462,solid papillary carcinoma
36645462,papillary carcinoma of the breast
36645462,tumor
36645462,invasive breast carcinoma
36645462,neuroendocrine tumor
36645462,breast carcinoma
36645462,died
36645346,breast lymphedema
36645346,breast cancer
36645346,lymphedema
36645346,pain
36645346,swelling
36645346,gastroepiploic vessels
36645346,edema
36645328,cancer
36645328,breast cancer
36645194,cancer
36645194,epithelial ovarian cancer
36645194,ovarian cancer
36645194,sporadic ovarian cancers
36645194,trachea
36645194,skin melanoma
36645194,ovary
36645194,cancers
36645194,fallopian tubes
36645194,ovaries
36645168,cognitive decline
36645168,breast cancer
36645168,visual working memory
36645168,stage i disease
36645168,cognitive symptoms
36645168,cognitive loss
36645113,intrahepatic cholangiocarcinoma
36645113,metastases
36645113,cancer
36645113,mortality
36645007,hyperthermia
36645007,breast cancer
36645007,cancer
36644991,cancer
36644991,tumors
36644991,fractures
36644886,hematological cancers
36644886,cancer
36644872,breast cancer
36644872,cancer
36644870,numerous tumor
36644870,cancer
36644870,malignancies
36644870,esophageal squamous cell carcinoma
36644870,non-small cell lung cancer
36644870,breast cancer
36644870,neuroblastoma
36644870,endometrial cancer
36644870,thyroid cancer
36644870,gastric cancer
36644870,cervical squamous cell carcinoma
36644870,cancers
36644819,cancer
36644819,tumor
36644814,cancer
36644814,breast cancer
36644690,prostate cancer
36644690,metabolic disease
36644690,type 2 diabetes
36644690,obesity
36644690,cancer
36644690,tumors
36644690,prostate tumor
36644690,cancers
36644689,breast cancer
36644689,cancer
36644689,toxicity
36644636,breast cancer
36644636,cancer
36644613,breast cancer
36644613,cancer
36644581,tumor
36644581,cancer
36644581,breast tumor
36644548,breast cancer
36644548,cancer
36644541,breast cancer
36644541,cancer
36644541,tumor
36644541,toxicity
36644319,breast cancer
36644233,breast cancer
36644233,malignancy
36644233,arrest
36644233,malignancies
36644191,mucinous cystadenocarcinoma
36644191,invasive ductal carcinoma
36644191,breast malignancy
36644191,breast cancer
36644191,tumor
36644191,breast mcas
36644186,breast cancer
36644186,malignant tumor
36644186,tumor
36644186,cancer
36644153,breast cancer
36644153,breast cancers
36644153,breast cancer tumor
36644153,cancer
36644147,breast cancer
36644147,brain metastases
36644147,cancer
36644147,headache
36644147,vomiting
36644147,tumor
36644146,breast cancer
36644146,tumor
36644143,breast cancer
36644143,cancer
36644143,tumor
36643849,cancer
36643653,breast cancer
36643653,tumors
36643653,neuropathy
36643653,hypersensitivity
36643653,death
36643653,toxicities
36643653,neutropenia
36643653,febrile neutropenia
36643638,breast cancer
36643638,stress
36643605,breast cancer
36643605,pain
36643566,tumors
36643566,cytotoxicity
36643566,mcf-7 breast cancer
36643495,cancer
36643495,breast cancer
36643495,cancers
36643495,lung cancer
36643495,tumor
36643489,breast cancer
36643489,necrotic
36643403,arrest
36643403,breast cancer
36643403,cancerous
36643403,mcf-7 breast cancer
36643403,cytotoxicity
36643360,colorectal cancer
36643360,postoperative infection
36643360,infection
36643360,remote infection
36643360,cancer
36642957,cancer
36642957,breast cancer
36642942,tumors
36642942,cancer
36642942,esophageal-gastrointestinal cancers
36642942,breast cancer
36642883,mcf-7 breast cancer
36642883,cancer
36642837,toxicities
36642837,breast cancer
36642837,breast cancer cancer
36642837,fatigue
36642837,cancer
36642783,breast cancer
36642783,cancer
36642783,anxiety
36642742,her2-positive breast cancer brain metastases
36642742,brain metastases
36642742,cancer
36642742,neurotoxicity
36642742,metastases
36642742,toxicity
36642742,breast cancer
36642705,malignancies
36642705,tumor
36642705,breast cancer
36642705,b-cell lymphoma
36642705,cancers
36642419,tumor
36642388,cardiac substructures
36642388,coronary artery disease
36642388,breast cancer
36642388,cad
36642125,breast cancer
36642125,carcinogenic
36642125,invasive or ductal carcinoma
36642125,tumors
36642066,breast or ovarian cancer
36642066,quasi-binomial
36641970,breast tumor
36641970,tumor
36641970,tumors
36641970,breast tumors
36641965,cancer
36641965,mcf-7 breast cancer
36641965,breast cancer
36641965,diabetes
36641965,tumor
36641965,cancers
36641965,arrest
36641927,alpelisib in cancers
36641927,breast cancer
36641927,cancer
36641927,cancers
36641927,alpelisib
36641927,neck squamous cell carcinoma
36641927,pancreatic
36641927,lung cancer
36641927,alpelisib in breast cancer
36641927,toxicities
36641900,pain
36641898,cancer
36641898,breast cancer
36641898,tumours
36641897,unilateral breast cancer
36641897,breast cancer
36641897,contralateral breast cancer
36641897,cancer
36641897,anxiety
36641897,multidisciplinary tumour board
36641867,breast cancer tumor
36641867,tumor
36641860,breast cancer
36641860,tnbc
36641860,tumour
36641706,cancer
36641706,breast cancer
36641706,ovaria cancer
36641658,breast cancer
36641658,cancer
36641658,thrombocytosis
36641658,malignancy
36641658,tumor
36641658,preoperative thrombocytosis
36641658,malignancies
36641657,breast cancer
36641657,cancer
36641657,death
36641657,tumor
36641657,hypoxia
36641657,solid tumors
36641657,invasive ductal carcinoma
36641657,tumor lesions
36641656,breast cancer
36641656,tumour aggressiveness
36641655,inflammatory breast cancer
36641655,tumor
36641655,breast cancer
36641655,invasive ductal carcinoma
36641655,metastases
36641654,tumor
36641654,breast cancer
36641654,breast cancer tumor
36641654,cancer
36641654,tumors
36641653,ductal carcinoma
36641653,invasive breast cancer
36641653,breast cancer
36641653,situ breast cancer
36641653,cancerous
36641653,tumor
36641653,breast tumor
36641653,cancer
36641652,tuberculous adenitis
36641652,breast lymphadenopathy
36641652,tuberculosis
36641652,tubercular lymphadenopathy
36641652,tuberculous lymphadenitis
36641652,lymphadenitis
36641652,axillary tuberculous lymphadenitis
36641651,breast cancer
36641651,malignancy
36641651,non-cancerous
36641651,cancer
36641651,cancerous
36641651,tumor
36641650,breast cancer
36641650,osteoporosis
36641650,cancer
36641650,deficiency or insufficiency
36641512,lymphedema
36641512,postoperative infection
36641512,breast cancer-related lymphedema
36641487,breast cancer
36641487,arrest
36641487,cytotoxicity
36641487,necrotic
36641487,tumor
36641323,mastalgia
36641323,primary breast cancer
36641323,breast cancer
36641323,breast pain
36641323,mastalagia
36641323,breast tumor
36641323,contralateral breast cancer
36641322,breast cancer
36641322,ehrlich ascites carcinoma
36641322,cancer
36641322,tumor
36641322,breast tumor
36641322,cytotoxic t
36641322,cytotoxicity
36641175,breast cancer
36641175,tumor
36641175,cytotoxicity
36641174,breast cancer
36641174,invasive malignancy
36641174,invasive ductal carcinoma
36641174,tumor
36641081,tumor
36641081,cancers
36641081,breast cancer
36641008,insomnia
36641008,breast cancer
36640950,breast cancer
36640950,cancer
36640699,breast cancer
36640699,malignancy
36640699,cancers
36640699,breast malignancies
36640699,mortality
36640699,male breast cancer
36640423,cancer
36640423,low cytotoxicity
36640423,cytotoxicity
36640423,n-cqds
36640423,breast cancer
36640423,invasive breast cancer
36640372,tumor
36640372,toxicity
36640372,lung cancer
36640372,pancreatic neuroendocrine tumor
36640372,ovarian cancer
36640339,cancer
36640225,breast cancer
36640225,tumor
36640225,cancer death
36640225,death
36640225,proteotoxic stress
36640225,cancer
36640112,brain tumors
36640112,tumor
36639918,pain
36639918,breast cancer
36639918,pressure-pain
36639918,diabetes
36639918,mastitis
36639824,tumor
36639824,cancer
36639824,cafs
36639824,breast cancer
36639824,melanoma malignancy
36639824,cm
36639824,tumors
36639824,mir-214-rich evs of stroma
36639771,nsclc
36639771,ovarian and hepatocellular cancers
36639771,lung cancer
36639771,tumor
36639610,breast cancer
36639610,cancer
36639610,cognitive problems
36639603,breast cancer
36639528,breast cancer
36639265,breast cancer
36639265,cancers
36639264,breast cancer
36639264,tumor
36639178,carcinomatosis
36639178,hyperparathyroidism
36639133,cancer
36639133,tumor
36639133,breast cancer
36639133,toxicity
36638973,breast cancer
36638973,cancer
36638973,malignancy
36638973,metastatic disease
36638973,tumor
36638937,malignant tumors
36638937,tumor
36638937,pulmonary metastasis
36638937,negative breast cancer
36638937,tnbc
36638937,inflammation
36638617,breast cancer
36638600,breast cancer
36638388,cancer
36638388,breast cancer
36638388,cancerous
36638388,hela cervical cancer
36638388,arrest
36638330,cancer
36638314,breast lesions
36638314,microinvasive carcinoma
36638256,cancer
36638256,colorectal cancer
36638256,breast cancer
36638256,ncp
36638256,acidic tumor
36638256,death
36638256,colorectal carcinoma
36638256,aggressive cancers
36638243,breast cancer
36638243,invasive lobular breast cancer
36638243,cancers
36638243,tumor
36638208,breast cancer
36638208,lmd
36638194,idiopathic granulomatous mastitis
36638194,igm
36638194,mastitis and breast cancer
36638085,breast cancer
36638085,cancers
36638085,anxiety
36638085,depression
36637961,metastases
36637961,rectal carcinoma
36637961,splenic malignancies
36637961,lymphocytic tumors
36637961,melanoma
36637961,tumors
36637961,ovary
36637961,cancer
36637961,tumor
36637961,adenocarcinoma
36637800,breast cancer-related lymphedema
36637800,pain
36637800,edema
36637775,breast and ovarian cancer
36637775,loss of ovarian hormone
36637775,breast cancer
36637704,cancers
36637704,breast cancers
36637704,prostate cancers
36637704,male breast cancer
36637704,mbc
36637704,rare disease while prostate cancer
36637704,breast/prostate cancers
36637704,ovarian cancers
36637704,cancer
36637642,thyroid carcinoma
36637642,primary tumor
36637642,metastasis
36637642,cancer
36637642,death
