PMID,Publication_Title
36641512,The Impact of Lymphedema on Patient-Reported Outcomes After Breast Reconstruction: A Preliminary Propensity Score-Matched Analysis.
36641487,Development of hyaluronic acid-anchored polycaprolactone nanoparticles for efficient delivery of PLK1 siRNA to breast cancer.
36641323,Post Treatment Mastalgia is a Common Complaint but not an Indication of Recurrence or Second Primary Breast Cancer.
36641322,Immunomodulatory Role of Diospyros peregrina Fruit Preparation in Breast Cancer by Utilizing Macrophage Mediated Antigen Presentation and T Helper Cell (Th) Differentiation.
36641175,An injectable and pH-responsive hyaluronic acid hydrogel as metformin carrier for prevention of breast cancer recurrence.
36641174,Carbohydrate polymer-based nanocomposites for breast cancer treatment.
36641081,"Lachnochromonin, a fungal metabolite from Lachnum virgineum, inhibits cell growth and promotes apoptosis in tumor cells through JAK/STAT3 signaling."
36641008,Medical cannabis for insomnia in a patient with advanced breast cancer.
36640950,Nanoindentation Study of the Viscoelastic Properties of Human Triple Negative Breast Cancer Tissues: Implications for Mechanical Biomarkers.
36640699,Assessment of male patients' average glandular dose during mammography procedure.
36640423,"Development and application of naturally derived, cost-effective CQDs with cancer targeting potential."
36640372,Ultralow Background Near-infrared Fluorophores with Dual-Channel Intraoperative Imaging Capability.
36640339,ATM suppresses c-Myc overexpression in the mammary epithelium in response to estrogen.
36640225,Prognostic and immune microenvironment analysis of cuproptosis-related LncRNAs in breast cancer.
36640112,CEST-MRI for body oncologic imaging: are we there yet?
36639918,Risk factors for persistent pain after breast cancer surgery: a multicentre prospective cohort study.
36639824,Stroma-derived miR-214 coordinates tumor dissemination.
36639771,"Lower SLC7A2 expression is associated with enhanced multidrug resistance, less immune infiltrates and worse prognosis of NSCLC."
36639610,Subgroups of cognitively affected and unaffected breast cancer survivors after chemotherapy: a data-driven approach.
36639603,Genetic architecture of mammographic density as a risk factor for breast cancer: a systematic review.
36639528,Correction to: Survival from breast cancer in women with a BRCA2 mutation by treatment.
36639265,In vitro Anti-malignant Property of PCMT1 Silencing and Identification of the SNHG16/miR-195/PCMT1 Regulatory Axis in Breast Cancer Cells.
36639264,"The ALDH2, IGSF9, and PRDM16 Proteins as Predictive Biomarkers for Prognosis in Breast Cancer."
36639178,Discovery of peritoneal carcinomatosis on 18F-fluorocholine PET/CT performed for primary hyperparathyroidism.
36639133,Targeted Drug Delivery Using a Plug-to-Direct Antibody-Nanogel Conjugate.
36638973,Three-dimensional cell cultures as preclinical models to assess the biological activity of phytochemicals in breast cancer.
36638937,Sponge-like Nano-system Suppresses Tumor Recurrence and Metastasis by Restraining Myeloid-Derived Suppressor Cells-Mediated Immunosuppression and Formation of Pre-metastatic Niche.
36638617,ATFE-Net: Axial Transformer and Feature Enhancement-based CNN for ultrasound breast mass segmentation.
36638600,Optimizing choices and sequences in the diagnostic-therapeutic landscape of advanced triple-negative breast cancer: An Italian consensus paper and critical review.
36638388,Antiproliferative and apoptotic effects of conditioned medium released from human amniotic epithelial stem cells on breast and cervical cancer cells.
36638330,Biosimilar Competition and Payments in Medicare: The Case of Trastuzumab.
36638314,Changes in the Diagnoses of Breast Core Needle Biopsies on Second Review at a Tertiary Care Center: Implications for Surgical Management.
36638256,A Three-in-One Nanoscale Coordination Polymer for Potent Chemo-Immunotherapy.
36638243,The Role of 68Ga-FAPI PET/CT in Detection of Metastatic Lobular Breast cancer.
36638208,MALDI-IHC-Guided In-Depth Spatial Proteomics: Targeted and Untargeted MSI Combined.
36638194,Transfer of Injected Triamcinolone into Human Milk of a Lactating Patient Suffering from Idiopathic Granulomatous Mastitis.
36638085,Coping strategy among the women with metastatic breast cancer attending a palliative care unit of a tertiary care hospital of Bangladesh.
36637961,Isolated splenic metastases from rectal carcinoma 5 years after surgery: Case report.
36637800,The effect of myofascial release in patients with breast cancer-related lymphedema: a cross-over randomized controlled trial.
36637775,Hormone replacement therapy in BRCA mutation carriers: how shall we do no harm?
36637704,Molecular characteristics of Asian male BRCA-related cancers.
36637642,Selection Criteria for Completion Thyroidectomy in Follicular Thyroid Carcinoma Using Primary Tumor Size and TERT Promoter Mutational Status.
36637522,Impact of diabetes (type 2) and glycemic control on health-related outcomes of patients receiving chemotherapy for non-metastatic breast cancer: a retrospective analysis.
36637419,The economic value of knowing BRCA status: universal BRCA testing for breast cancer prevention.
36637391,"In vitro anticancer, antioxidant and enzyme inhibitory potentials of endemic Cephalaria elazigensis var. purpurea with in silico studies."
36637351,PRMT3 regulates the progression of invasive micropapillary carcinoma of the breast.
36637236,Assessment of patients' knowledge of their treatment with capecitabine at the National Institute of Oncology in Rabat.
36637153,Effects of tamoxifen on normal breast tissue histological composition: Results from a randomised six-arm placebo-controlled trial in healthy women.
36637144,Basal-like mammary carcinomas stimulate cancer stem cell properties through AXL-signaling to induce chemotherapy resistance.
36637138,"Effect of pain neuroscience education after breast cancer surgery on pain, physical, and emotional functioning: a double-blinded randomized controlled trial (EduCan trial)."
36636578,Development of 9-(N-arylmethylamino) congeners of noscapine: the microtubule targeting drugs for the management of breast cancer.
36636094,"Prognostic value of desmoplastic stromal reaction, tumor budding and tumor-stroma ratio in stage II colorectal cancer."
36636090,"A descriptive analysis of the characteristics, treatment response and prognosis of hepatic dominant solid tumors undergoing selective internal radiation therapy (SIRT)."
36635998,"Efficacy and safety of CDK4/6 inhibitors combined with endocrine therapy versus endocrine therapy alone in hormone receptor-positive, HER2-negative, advanced breast cancer: a systematic review and meta-analysis."
36635954,Tertiary lymphoid structures in breast ductal carcinoma in situ correlate with adverse pathologic parameters.
36635866,Effectiveness of a Breast Cancer Education Screening and NavigaTion (BEST) Intervention among Hispanic Women.
36635772,CTP synthase 2 predicts inferior survival and mediates DNA damage response via interacting with BRCA1 in chronic lymphocytic leukemia.
36635767,On-treatment derived neutrophil-to-lymphocyte ratio and survival with palbociclib and endocrine treatment: analysis of a multicenter retrospective cohort and the PALOMA-2/3 study with immune correlates.
36635685,MTX-PEG-modified CG/DMMA polymeric micelles for targeted delivery of doxorubicin to induce synergistic autophagic death against triple-negative breast cancer.
36635680,Obesity at age 20 and weight gain during adulthood increase risk of total and premature all-cause mortality: findings from women attending breast screening in Manchester.
36635514,Assessment of diffusion-weighted MRI in predicting response to neoadjuvant chemotherapy in breast cancer patients.
36635428,Outcomes for the first four lines of therapy in patients with HER2-positive advanced breast cancer: results from the SONABRE registry.
36635403,"[B3 lesions of the breast: histological, clinical, and epidemiological aspects : Update]."
36635367,"PIK3CA is recurrently mutated in canine mammary tumors, similarly to in human mammary neoplasia."
36635351,PDJ amplicon in triple negative breast cancer.
36635337,TLR5 agonists enhance anti-tumor immunity and overcome resistance to immune checkpoint therapy.
36635302,Cancer-associated fibroblasts induce growth and radioresistance of breast cancer cells through paracrine IL-6.
36635273,CD26-negative and CD26-positive tissue-resident fibroblasts contribute to functionally distinct CAF subpopulations in breast cancer.
36635249,Internet-delivered cognitive behavioural therapy for depression and anxiety in breast cancer survivors: Results from a randomised controlled trial.
36635166,The Impact of Limited Language Proficiency in Screening for Breast Cancer.
36635124,Postdischarge Nausea and Vomiting and Co-occurring Symptoms in Women Following Breast Cancer Surgery.
36635060,Efficient Delivery of GSDMD-N mRNA by Engineered Extracellular Vesicles Induces Pyroptosis for Enhanced Immunotherapy.
36634971,High Throughput Confined Migration Microfluidic Device for Drug Screening.
36634956,Effects of mechanical forces on the formation of cutaneous wounds during skin expansion and emerging therapies for wound healing and scar prevention.
36634873,Inhibitors of Keap1-Nrf2 protein-protein interaction reduce estrogen responsive gene expression and oxidative stress in estrogen receptor-positive breast cancer.
36634822,Cardiotoxicity with human epidermal growth factor receptor-2 inhibitors in breast cancer: Disproportionality analysis of the FDA adverse event reporting system.
36634708,Nanocracker capable of simultaneously reversing both P-glycoprotein and tumor microenvironment.
36634640,How to Diagnose Anaplastic Large Cell Lymphoma on Cytological Samples? A Series with Emphasis on Diagnostic Clue and Pitfalls.
36634607,Impact of Anti-HER2 Therapy Alone and With Weekly Paclitaxel on the Ovarian Reserve of Young Women With HER2-Positive Breast Cancer.
36634590,Marine life as a source for breast cancer treatment: A comprehensive review.
36634566,Mitochondrial related genome-wide Mendelian randomization identifies putatively causal genes for multiple cancer types.
36634532,Twelve ESMO Congress 2022 breakthroughs: practicing oncologists' perceptions and potential application on presented data.
36634378,Supramolecular hydrogel for programmable delivery of therapeutics to cancer multidrug resistance.
36634299,Cancer Risk Associated With PTEN Pathogenic Variants Identified Using Multigene Hereditary Cancer Panel Testing.
36634296,Tumor-Derived Extracellular Vesicles as Complementary Prognostic Factors to Circulating Tumor Cells in Metastatic Breast Cancer.
36634214,Candidate drugs associated with sensitivity of cancer cell lines with DLST amplification or high mRNA levels.
36634205,Correction: MYCN expression induces replication stress and sensitivity to PARP inhibition in neuroblastoma.
36634123,The expression and mutation of BRCA1/2 genes in ovarian cancer: a global systematic study.
36633970,Multimodality Imaging Review of HER2-positive Breast Cancer and Response to Neoadjuvant Chemotherapy.
36633955,Plasmonic Hydroxyl Radical-Driven Epoxidation of Fatty Acid Double Bonds in Nanoseconds for On-Tissue Mass-Spectrometric Analysis and Bioimaging.
36633901,The majority of 922 prediction models supporting breast cancer decision-making are at high risk of bias.
36633855,Emerging Imaging Technologies for Parathyroid Gland Identification and Vascular Assessment in Thyroid Surgery: A Review From the American Head and Neck Society Endocrine Surgery Section.
36633813,Pharmacokinetics and Pharmacodynamic of Alpelisib.
36633721,"Prognostic significance of pretreatment 18F-fluorodeoxyglucose positron emission tomography/computed tomography in patients with T2N1 hormone receptor-positive, ERBB2-negative breast cancer who underwent adjuvant chemotherapy."
36633714,Tyrosine kinase SRC-induced YAP1-KLF5 module regulates cancer stemness and metastasis in triple-negative breast cancer.
36633678,A qualitative study identifying challenges resulting from complex evidence on lifestyle factors and cancer: perspectives from Black and Latina cancer survivors and healthcare providers.
36633666,Concepts of association between cancer and ionising radiation: accounting for specific biological mechanisms.
36633525,"Cancer statistics, 2023."
36633402,Neoadjuvant endocrine therapy in postmenopausal women with HR+/HER2- breast cancer.
36633334,"Ethoxysanguinarine induces apoptosis, inhibits metastasis and sensitizes cells to docetaxel in breast cancer cells through inhibition of Hakai."
36633307,Ethylene oxide emissions and incident breast cancer and non-Hodgkin lymphoma in a U.S. cohort.
36633205,Histone tail electrostatics modulate E2-E3 enzyme dynamics: a gateway to regulate ubiquitination machinery.
36633187,Divide and Conquer: A Flexible Deep Learning Strategy for Exploring Metabolic Heterogeneity from Mass Spectrometry Imaging Data.
36633148,Clinical outcomes of second-line chemotherapy after gemcitabine and cisplatin plus S-1 treatment for patients with advanced biliary tract cancer in the KHBO1401-3A study.
36633143,"Anticancer effects of the HDAC inhibitor, 3beta,6beta-dihydroxyurs-12-en-27-oic acid, in MCF-7 breast cancer cells via the inhibition of Akt/mTOR pathways."
36633115,Less use of rescue morphine when a combined PSP/IPP-block is used for postoperative analgesia in breast cancer surgery: A randomised controlled trial.
36633067,Inhibition of autophagic flux by the curcumin analog EF-24 and its antiproliferative effect on MCF-7 cancer cells.
36633037,[Oncogenetics].
36633028,[Atypical presentation of male breast cancer].
36632988,Ethnic disparities in the immune microenvironment of triple negative breast cancer and its role in therapeutic outcomes.
36632974,Cancer Screening Behaviors and Preferences Among Women in Southern India.
36632878,Pushpin-like Nanozyme for Plasmon-Enhanced Tumor Targeted Therapy.
36632875,Hierarchical Encapsulation of Bacteria in Functional Hydrogel Beads for Inter- and Intra- species Communication.
36632769,"Disparities in the use of screening breast magnetic resonance imaging persist in Louisiana after the Affordable Care Act: A question of access, policy, institutional support, or something else?"
36632645,"Patient satisfaction with therapeutic education in oncology: Antecedents, consequences, and the moderating effect of perceived value."
36632615,Targeting miR-5088-5p attenuates radioresistance by suppressing Slug.
36632594,Serum Sialyl Fibronectin Is an Indicator of Good Prognosis in Thyroid Cancer.
36632591,Involvement of the PRL-PAK1 Pathway in Cancer Cell Migration.
36632589,Prognostic Role of Preoperative D-dimer Levels in Patients With Stage I-III Colorectal Cancer.
36632557,Diagnostic dilemma in a patient with upper arm mass with history of breast cancer and melanoma.
36632508,Functionalized liposomes for targeted breast cancer drug delivery.
36632469,Targeting Breast Cancer Stem Cells.
36632463,Neddylation of HER2 Inhibits its Protein Degradation and promotes Breast Cancer Progression.
36632455,BGN/FAP/STAT3 positive feedback loop mediated mutual interaction between tumor cells and mesothelial cells contributes to peritoneal metastasis of gastric cancer.
36632454,Stabilization of IGF2BP1 by USP10 promotes breast cancer metastasis via CPT1A in an m6A-dependent manner.
36632451,NTF4 plays a dual role in breast cancer in mammary tumorigenesis and metastatic progression.
36632438,Positive Expression of Retinol-Binding Protein 4 Is Related to the Malignant Clinical Features Leading to Poor Prognosis of Glioblastoma.
36632303,Hypofractionated radiotherapy in postmastectomy locally advanced breast cancer: an interim report on acute toxicities and dosimetry.
36632297,Atypical responses to neoadjuvant chemotherapy combined with accelerated partial breast tumor-directed radiotherapy: two cases and considerations for future clinical trials.
36632291,Helical tomotherapy experience in breast cancer adjuvant radiotherapy and acute toxicity results.
36632235,Hippo pathway activation mediates chemotherapy-induced anti-cancer effect and cardiomyopathy through causing mitochondrial damage and dysfunction.
36632232,Tumor polyamines as guest cues attract host-functionalized liposomes for targeting and hunting via a bio-orthogonal supramolecular strategy.
36632056,Adaptive radiotherapy for breast cancer.
36632055,On the sensitivity of PROMs during breast radiotherapy.
36631904,Retraction Note: SP1-induced lncRNA AGAP2-AS1 expression promotes chemoresistance of breast cancer by epigenetic regulation of MyD88.
36631828,Retraction Note: Exosomes from the tumour-adipocyte interplay stimulate beige/brown differentiation and reprogram metabolism in stromal adipocytes to promote tumour progression.
36631812,Molecular imaging of HER2 expression in breast cancer patients using a novel peptide-based tracer 99mTc-HP-Ark2: a pilot study.
36631781,Diagnostic value of multiple b-value diffusion-weighted imaging in discriminating the malignant from benign breast lesions.
36631777,Erector spinae plane block versus paravertebral block in analgesic outcomes following breast surgery.
36631771,Correction: Carnitine palmitoyl transferase 1 A is a novel diagnostic and predictive biomarker for breast cancer.
36631725,"Tumor biomarkers and efficacy in patients treated with trastuzumab emtansine + pertuzumab versus standard of care in HER2-positive early breast cancer: an open-label, phase III study (KRISTINE)."
36631714,"Developing Culturally Tailored Mobile Web App Education to Promote Breast Cancer Screening: Knowledge, Barriers, and Needs Among American Indian Women."
36631631,Migraine and its association with pubertal maturation and behavioral traits among adolescent girls.
36631561,"A qualitative study on stress, coping strategies and feasibility of music intervention among women with cancer receiving chemotherapy during COVID-19 pandemic in Vietnam."
36631533,Breast cancer patients from the Midwest region of the United States have reduced levels of short-chain fatty acid-producing gut bacteria.
36631481,Retarding breast tumor growth with nanoparticle-facilitated intravenous delivery of BRCA1 and BRCA2 tumor suppressor genes.
36631457,FRMD3 inhibits the growth and metastasis of breast cancer through the ubiquitination-mediated degradation of vimentin and subsequent impairment of focal adhesion.
36631436,The HAPSTR2 retrogene buffers stress signaling and resilience in mammals.
36631414,Application of forward selection strategy using C4.5 algorithm to improve the accuracy of classification's data set.
36631400,Evaluation Oncotype DX  21-Gene Recurrence Score and Clinicopathological Parameters: A single institutional experience.
36631349,Deep Learning-based Automatic Diagnosis of Breast Cancer on MRI Using Mask R-CNN for Detection Followed by ResNet50 for Classification.
36631334,The dynamics along the biointerface between the epithelial and cancer mesenchymal cells: Modeling consideration.
36631282,Semi-Synthesis of Flavonoid Glycosides and Their Anti-Inflammatory and Antitumor Activities towards Triple Negative Breast Cancer.
36631217,Recent Advances in the Role of Autophagy in Endocrine-Dependent Tumors.
36631161,Intratumoral BO-112 in combination with radiotherapy synergizes to achieve CD8 T-cell-mediated local tumor control.
36631151,Treatment strategies in patients with gynecological sarcoma: Results of the prospective intergroup real-world registry for gynecological sarcoma in Germany (REGSA-NOGGO RU1).
36630916,Microenvironment-driven metabolic adaptations guiding CD8+ T cell anti-tumor immunity.
36630913,T cell-derived interleukin-22 drives the expression of CD155 by cancer cells to suppress NK cell function and promote metastasis.
36630821,Contraception in breast cancer survivors from the FEERIC case-control study (performed on behalf of the Seintinelles research network).
36630755,Mechanoregulation may drive osteolysis during bone metastasis: A finite element analysis of the mechanical environment within bone tissue during bone metastasis and osteolytic resorption.
36630669,Rational Design of Polymethine Dyes with NIR-II Emission and High Photothermal Conversion Efficiency for Multimodal Imaging-Guided Photo-immunotherapy.
36630665,Ten Years of the International Cancer Control Partnership: Promoting National Cancer Control Plans to Shape the Health System Response for Cancer Control.
36630514,Chimeric antigen receptor T cells as adjuvant therapy for unresectable adenocarcinoma.
36630483,Targeting Src reactivates pyroptosis to reverse chemoresistance in lung and pancreatic cancer models.
36630267,Nanoencapsulation of R-phycoerytrin extracted from S. filiformis improves protein stability and enables its biological application as a fluorescent dye.
36630266,CARDIOTOXICITY AND PHARMACOGENETICS OF DOXORUBICIN IN BLACK ZIMBABWEAN BREAST CANCER PATIENTS.
36630117,Assessing Breast and Ovarian Cancer Risk Prior to Gender-Affirming Surgery.
36630025,Role of synaptotagmin 13 (SYT13) in promoting breast cancer and signaling pathways.
36630024,"Reference values of EORTC QLQ-C30, EORTC QLQ-BR23, and EQ-5D-5L for women with non-metastatic breast cancer at diagnosis and 2 years after."
36630013,Clinical outcome of patients with isolated central nervous system progression on first-line pertuzumab and trastuzumab treatment for HER2-positive metastatic breast cancer in a real-life cohort.
36629894,[Clinically relevant molecular pathological diagnostics in breast cancer].
36629643,The effect of positron emission tomography/computed tomography in axillary surgery approach after neoadjuvant treatment in breast cancer.
36629620,Intra-urban spatial variability of breast and cervical cancer mortality in the city of Sao Paulo: analysis of associated factors.
36629594,"Mortality trends of breast and cervical cancer in Passo Fundo, Rio Grande do Sul: an analysis by age and schooling, 1999-2019."
36629566,[COVID-19 and breast cancer screening in Brazil: a comparative analysis of the pre-pandemic and pandemic periods].
36629403,Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.
36629385,Hormonal regulation of the breast cancer microenvironment.
36629320,Neurokinin-1 receptor is highly expressed in cervical cancer and its antagonist induces cervical cancer cell apoptosis.
36629192,"Enablers & challenges of tribal women & health system for implementation of screening of non-communicable diseases & common cancers: A mixed-methods study in Palghar district of Maharashtra, India."
36629093,Prognosis prediction and risk factors for triple-negative breast cancer patients with brain metastasis: A population-based study.
36628983,Psychological interventions for women with non-metastatic breast cancer.
36628942,Subcutaneous panniculitis-like T-cell lymphoma of the breast in an adolescent female: An uncommon presentation.
36628853,Lived experiences of young adult Chinese American breast cancer survivors: A qualitative analysis of their strengths and challenges using expressive writing.
36628850,Inhibitors of ABCG2-mediated multidrug resistance: Lead generation through computer-aided drug design.
36628811,Fertility Preferences and Practices Among Young Women With Breast Cancer: Germline Genetic Carriers Versus Noncarriers.
36628810,Hsa_circ_0008673 Promotes Breast Cancer Progression by MiR-578/GINS4 Axis.
36628788,Open-set recognition of breast cancer treatments.
36628681,A 46-Year-Old Woman With Chronic Dyspnea and Diarrhea.
36628617,Obesity and metabolic dysfunction correlate with background parenchymal enhancement in premenopausal women.
36628293,The ubiquitin-specific peptidase 22 is a deubiquitinase of CD73 in breast cancer cells.
36628283,Selection of endpoints in breast cancer clinical trials: a qualitative study of key trial stakeholders.
36628282,"Development of a metabolism-related signature for predicting prognosis, immune infiltration and immunotherapy response in breast cancer."
36628280,"The impact of frailty on breast cancer outcomes: evidence from analysis of the Nationwide Inpatient Sample, 2005-2018."
36628278,Claudin 19 inhibits the malignant potential of breast cancer cells by modulating extracellular matrix-associated UBE2C/Wnt signaling.
36628277,High beta integrin expression is differentially associated with worsened pancreatic ductal adenocarcinoma outcomes.
36628238,Malignant adenomyoepithelioma of the breast: cases report and literature review.
36628082,Treatment of Intravitreal Ranibizumab Resistant Radiation Retinopathy with Intravitreal Dexamethasone Implant: A Case Report.
36628044,"Correlation of Mammography, Ultrasound and Sonoelastographic Findings With Histopathological Diagnosis in Breast Lesions."
36628036,High-Fat Diet as a Risk Factor for Breast Cancer: A Meta-Analysis.
36628009,Bilateral Pleural Effusion Revealing a Rare Breast Tumor: A Case Report.
36627904,Roles of Community Pharmacists in Cancer Management.
36627899,Mechanisms of neratinib resistance in HER2-mutant metastatic breast cancer.
36627898,Improving HER2 testing reproducibility in HER2-low breast cancer.
36627896,Tackling heterogeneity in treatment-resistant breast cancer using a broad-spectrum therapeutic approach.
36627895,Loss of HER2 in breast cancer: biological mechanisms and technical pitfalls.
36627894,Association between genome-wide epigenetic and genetic alterations in breast cancer tissue and response to HER2-targeted therapies in HER2-positive breast cancer patients: new findings and a systematic review.
36627781,Recent updates on structural aspects of ALK inhibitors as an anticancer agent.
36627701,"Quantities of CD3+, CD8+ and CD56+ lymphocytes decline in breast cancer recurrences while CD4+ remain similar."
36627684,"LncRNA BCAR4 promotes migration, invasion, and chemo-resistance by inhibiting miR-644a in breast cancer."
36627665,The three steps method for uniportal video-assisted thoracoscopic right upper lobectomy.
36627644,"Determinants of breast self-examination practice among women attending pastoralist health facilities, Southern Ethiopia: a cross-sectional study."
36627610,"Long-term exposure to low-level arsenic in drinking water is associated with cause-specific mortality and hospitalization in the Mt. Amiata area (Tuscany, Italy)."
36627608,CMTM6 overexpression confers trastuzumab resistance in HER2-positive breast cancer.
36627606,Trajectories of quality of life in breast cancer survivors during the first year after treatment: a longitudinal study.
36627538,Evaluation of the radiofrequency identification lung marking system: a multicenter study in Japan.
36627499,Changes in the number of cancer diagnosis practices due to the COVID-19 pandemic: interrupted time-series analysis using the National Database of Japan.
36627471,The Characteristics of Asian American Breast Cancer Survivors with Low Quality of Life: a Decision Tree Analysis.
36627456,ASO Visual Abstract: Surgeon Perspectives on Determinants of Same-Day Mastectomy: A Roadmap for Implementing Change.
36627367,Classification and diagnostic prediction of breast cancer metastasis on clinical data using machine learning algorithms.
36627348,Targeting ATAD3A-PINK1-mitophagy axis overcomes chemoimmunotherapy resistance by redirecting PD-L1 to mitochondria.
36627302,Author Correction: Breast cancer plasticity is restricted by a LATS1-NCOR1 repressive axis.
36627285,Predictors of success in establishing orthotopic patient-derived xenograft models of triple negative breast cancer.
36627281,PLK1 and AURKB phosphorylate survivin differentially to affect proliferation in racially distinct triple-negative breast cancer.
36627143,Novel role of microphthalmia-associated transcription factor in modulating the differentiation and immunosuppressive functions of myeloid-derived suppressor cells.
36627096,Breast cancer sub-types display heterogeneity in gene amplification and mRNA expression of the anti-apoptotic members of BCL2 family.
36627094,Integrated analysis of mRNA and extrachromosomal circular DNA profiles to identify thepotential mRNA biomarkers in breast cancer.
36627051,Efficacy and safety of HER2-targeted therapy in patients with colorectal cancer: what should we expect from a meta-analysis?
36627007,"SCAMP3 promotes breast cancer progression and metastasis through the c-MYC-beta-Catenin-SQSTM1 axis to target growth, stemness and chemoresistance."
36626870,A Cdh3-beta-catenin-laminin signaling axis in a subset of breast tumor leader cells control leader cell polarization and directional collective migration.
36626703,Use of exogenous hormones in those at increased risk for breast cancer: contraceptive and menopausal hormones in gene carriers and other high-risk patients.
36626701,Chemotherapy and Targeted Therapy for Endocrine-Pretreated or Hormone Receptor-Negative Metastatic Breast Cancer: ASCO Guideline Rapid Recommendation Update.
36626696,Prospective Multicenter Diagnostic Performance of Technologist-Performed Screening Breast Ultrasound After Tomosynthesis in Women With Dense Breasts (the DBTUST).
36626575,Microfluidically-generated Encapsulated Spheroids (mu-GELS): An All-Aqueous Droplet Microfluidics Platform for Multicellular Spheroids Generation.
36626570,Pityriasis Rubra Pilaris After Moderna COVID-19 Vaccination: A Case Report and Literature Review.
36626523,Uncovering the molecular mechanism of Gynostemma pentaphyllum (Thunb.) Makino against breast cancer using network pharmacology and molecular docking.
36626455,Sarcopenia using pectoralis muscle area and lymphocyte-to-monocyte ratio (LMR) are independent prognostic factors in patients for nonmetastatic breast cancer.
36626445,Prognosis and clinicopathological characteristics of metaplastic breast cancer: A meta-analysis.
36626437,Prognostic value of metformin in cancers: An updated meta-analysis based on 80 cohort studies.
36626432,Expression and prognosis analyses of the fibronectin type-III domain-containing (FNDC) protein family in human cancers: A Review.
36626428,Lymphoscintigraphy in patients with breast cancer-related lymphedema after sentinel lymph node dissection and axillary radiation therapy.
36626400,"Retraction: Synthesis, Characterization and In Vitro Study of Biocompatible Cinnamaldehyde Functionalized Magnetite Nanoparticles (CPGF Nps) For Hyperthermia and Drug Delivery Applications in Breast Cancer."
36626227,UBC9 deficiency enhances immunostimulatory macrophage activation and subsequent antitumor T cell response in prostate cancer.
36626159,Alpelisib Efficacy Without Cherry-PI3King Mutations.
36626076,The location of unilateral axillary lymphadenopathy after COVID-19 vaccination compared with that of metastasis from breast cancer without vaccination.
36625985,"Metabolite profiling, in vitro and in silico assessment of antibacterial and anticancer activities of Alternaria alternata endophytic in Jatropha heynei."
36625774,Evidence Grows for Universal Germline Genetic Testing for Patients with Breast Cancer.
36625752,Disparities in Imaging Surveillance after a DCIS Diagnosis Elucidate Persistent Inequities in the Breast Cancer Care Continuum.
36625746,Surveillance Imaging after Primary Diagnosis of Ductal Carcinoma in Situ.
36625722,EHD2 overexpression promotes tumorigenesis and metastasis in triple-negative breast cancer by regulating store-operated calcium entry.
36625713,Monte Carlo-derived 99m Tc uptake quantification with commercial planar MBI: tumor and breast activity concentrations.
36625629,Live Cell Lineage Tracing of Dormant Cancer Cells.
36625545,Dolomiaea costus: an untapped mine of sesquiterpene lactones with wide magnificent biological activities.
36625526,Contextual influences across the cancer control continuum.
36625501,The impact of mindfulness on cancer-related cognitive impairment in breast cancer survivors with cognitive complaints.
36625258,Low expression of MEOX2 is associated with poor survival in patients with breast cancer.
36625001,Near-infrared AIE-active phosphorescent iridium(III) complex for mitochondria-targeted photodynamic therapy.
36624940,A Critical Role for CARD9 in Intestinal Microbiota Modulation and Colorectal Malignancies.
36624818,Does MRI have added value in ultrasound-detected BIRADS-3 breast masses in candidates for assisted reproductive therapy?
36624542,Breast cancer heterogeneity and its implication in personalized precision therapy.
36624500,Anti-colorectal cancer of Ardisia gigantifolia Stapf. and targets prediction via network pharmacology and molecular docking study.
36624452,Papillary thyroid cancer organoids harboring BRAFV600E mutation reveal potentially beneficial effects of BRAF inhibitor-based combination therapies.
36624425,Comparison of whole-body 18F-FDG PET/CT and PET/MRI for distant metastases in patients with malignant tumors: a meta-analysis.
36624321,Addition of endocrine therapy to dual anti-HER2 targeted therapy in initial treatment of HER2 + /HR + metastatic breast cancer.
36624318,"The clinical effectiveness of denosumab (Prolia ) in patients with hormone-sensitive cancer receiving endocrine therapy, compared to bisphosphonates, selective estrogen receptor modulators (SERM), and placebo: a systematic review and network meta-analysis."
36624311,Ultrasound-Guided Vacuum-Assisted Excision to Treat Intraductal Papilloma.
36624021,Prediction of Clinical Molecular Typing of Breast Invasive Ductal Carcinoma Using 18F-FDG PET/CT Dual-Phase Imaging.
36624014,Migraine and Risk of Breast Cancer: A Systematic Review and Meta-analysis.
36623989,Measurement of the modified TG43 parameters for the bare S7600 Xoft Axxent source model.
36623978,A radiomics model development via the associations with genomics features in predicting axillary lymph node metastasis of breast cancer: a study based on a public database and single-centre verification.
36619604,Effects of evidence-based clinical practice guidelines for breast cancer in health care quality improvements. A second systematic review.
36623765,Fortified anti-proliferative activity of niclosamide for breast cancer treatment: In-vitro and in-vivo assessment.
36623716,PI3K delta inhibitor PI-3065 induces apoptosis in hepatocellular carcinoma cells by targeting survivin.
36623698,"Pharmacokinetic and bioequivalence study of two capecitabine tablets in Chinese patients with breast, colorectal or gastric cancer under fed condition: A multicentric, randomized, open-label, single-dose, two-period, two-way crossover clinical trial."
36623621,Injectable hydroethanolic physical gels based on Codonopsis pilosula polysaccharide for sustained anticancer drug delivery.
36623589,Heterogeneity of cGMP signalling in tumour cells and the tumour microenvironment: Challenges and chances for cancer pharmacology and therapeutics.
